assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000963635.1	NZ_CP011098.1	2330	1389780	0.0472028857491213	-0.0399049778106346	-11.227807733506417	6537.952120057841	2705355
GCF_000963675.1	NZ_CP011099.1	2330	1389800	0.0522759327328259	-0.0401138745617616	-11.22780773350641	7241.916575677371	2704219
GCF_002285575.1	NZ_CP023044.1	68890	1413520	0.0454092072456939	-0.0426739175318152	-5.997166487482279	6099.880677118202	2753783
GCF_002285615.1	NZ_CP023047.1	22300	1410280	0.0438766872512638	-0.0439949539535122	-13.316853532389349	6084.287364974999	2753764
GCF_002285815.1	NZ_CP023043.1	30	1345030	0.0453794668102915	-0.0427076652197746	0.0049284770698785	6103.557455813146	2753764
GCF_007963885.1	NZ_CP017540.1	2629930	1364640	0.0315316623356793	-0.0570669651449383	-2949.5559601228706	4271.090494518205	2641287
GCF_007964225.1	NZ_CP017542.1	2696740	1399480	0.0437419181798771	-0.0530453714289636	-778.7054382378018	6102.669892641217	2708096
GCF_007964465.1	NZ_CP017543.1	55890	1368020	0.0499052626670834	-0.0434416642914125	-67.58180384051317	6480.649791354337	2699555
GCF_007964805.1	NZ_CP017545.1	2643830	1317650	0.0485532606411161	-0.0586087757534091	-1356.6057135122355	6415.987921376679	2649758
GCF_007964925.1	NZ_CP017546.1	2689640	1399410	0.0437186435503249	-0.0529415441662848	-731.6126276220674	6099.18227105818	2700997
GCF_007965585.1	NZ_CP017549.1	2678860	1376860	0.0387783150966011	-0.0492236230829854	-1109.2564264543464	5299.674878152497	2691220
GCF_007965905.1	NZ_CP017551.1	55790	1389390	0.0506633625051637	-0.0424317980237125	-67.96777184116824	6688.512957961246	2749831
GCF_007966105.1	NZ_CP017552.1	2682660	1378900	0.0437029448898919	-0.0490729316764412	-390.1131218814722	6007.833261235976	2694017
GCF_007973265.1	NZ_CP017484.1	2584690	1195520	0.0470972488122034	-0.057694463767788	-2366.397640601601	5648.363113037592	2590618
GCF_007973365.1	NZ_CP017485.1	2584700	1195520	0.0470989920760744	-0.0576778621644643	-2363.922529352204	5648.59877559126	2590632
GCF_007973825.1	NZ_CP017487.1	2588400	1196120	0.0470551144552161	-0.0532060051069514	-1761.6911118883245	5646.090458209063	2594327
GCF_007974025.1	NZ_CP017488.1	2587410	1196120	0.0470572833051789	-0.0531393028806437	-1746.8698583528017	5646.364103195054	2593336
GCF_007974045.1	NZ_CP017489.1	2584700	1195520	0.0470974218614309	-0.0576904806612999	-2365.8989705356994	5648.363113037592	2590626
GCF_007974065.1	NZ_CP017490.1	2587410	1196130	0.0470632888022551	-0.0531453258902917	-1746.850918572905	5647.1751526232265	2593342
GCF_007974085.1	NZ_CP017491.1	2633650	1314850	0.0421452933282976	-0.0572293976418663	-2040.1268127509309	5507.307396069789	2646006
GCF_007974105.1	NZ_CP017492.1	2588420	1232020	0.0471804512849717	-0.0577886725174359	-2019.5029614035832	5830.007611327309	2591845
GCF_007974125.1	NZ_CP017493.1	2585180	1231270	0.0471177108316017	-0.0579582047889012	-2027.515996347568	5819.520657987525	2591109
GCF_007974145.1	NZ_CP017494.1	2585910	1232020	0.0471671464976063	-0.0579789463469639	-2020.571015712523	5829.154880207598	2591838
GCF_007974165.1	NZ_CP017495.1	2589920	1196070	0.0470680239233044	-0.0529612867079694	-1746.359638256833	5646.931251972958	2593344
GCF_007974375.1	NZ_CP017496.1	2585620	1195220	0.0472032971360349	-0.0490949924600476	-1166.4519701165875	5659.740828145783	2591551
GCF_007974525.1	NZ_CP017497.1	2588420	1196120	0.0470641289256588	-0.0531976933020402	-1759.5063018574456	5647.22560975627	2594350
GCF_007974745.1	NZ_CP017498.1	2506830	1250680	0.046573268666721	-0.0607630603745385	-1790.4937809658184	5842.266616041156	2512757
GCF_007975085.1	NZ_CP017500.1	2577300	1213590	0.0466078923678694	-0.0604010289808181	-2563.445915416239	5673.529008450984	2583230
GCF_007975225.1	NZ_CP017501.1	2633640	1314840	0.0421349553445184	-0.0572199493943809	-2040.0157269088968	5506.177254500336	2645998
