assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000765415.1	PRJNA224116	SAMN02741837			na		666	666	Vibrio cholerae	strain=2012EL-2176		latest	Complete Genome	Major	Full	2014/10/10	ASM76541v1	Centers for Disease Control and Prevention	GCA_000765415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1	./data/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_genomic.fna.gz
GCF_000765415.1	PRJNA224116	SAMN02741837			na		666	666	Vibrio cholerae	strain=2012EL-2176		latest	Complete Genome	Major	Full	2014/10/10	ASM76541v1	Centers for Disease Control and Prevention	GCA_000765415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1	./data/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_rna_from_genomic.fna.gz
GCF_000765415.1	PRJNA224116	SAMN02741837			na		666	666	Vibrio cholerae	strain=2012EL-2176		latest	Complete Genome	Major	Full	2014/10/10	ASM76541v1	Centers for Disease Control and Prevention	GCA_000765415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1	./data/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_assembly_report.txt
GCF_000765415.1	PRJNA224116	SAMN02741837			na		666	666	Vibrio cholerae	strain=2012EL-2176		latest	Complete Genome	Major	Full	2014/10/10	ASM76541v1	Centers for Disease Control and Prevention	GCA_000765415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1	./data/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_assembly_stats.txt
GCF_000765415.1	PRJNA224116	SAMN02741837			na		666	666	Vibrio cholerae	strain=2012EL-2176		latest	Complete Genome	Major	Full	2014/10/10	ASM76541v1	Centers for Disease Control and Prevention	GCA_000765415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1	./data/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_feature_table.txt.gz
GCF_001854425.1	PRJNA224116	SAMN04168691			na		666	666	Vibrio cholerae	strain=Env-390		latest	Complete Genome	Major	Full	2016/10/26	ASM185442v1	University of Florida	GCA_001854425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/425/GCF_001854425.1_ASM185442v1	./data/refseq/bacteria/GCF_001854425.1/GCF_001854425.1_ASM185442v1_genomic.fna.gz
GCF_001854425.1	PRJNA224116	SAMN04168691			na		666	666	Vibrio cholerae	strain=Env-390		latest	Complete Genome	Major	Full	2016/10/26	ASM185442v1	University of Florida	GCA_001854425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/425/GCF_001854425.1_ASM185442v1	./data/refseq/bacteria/GCF_001854425.1/GCF_001854425.1_ASM185442v1_rna_from_genomic.fna.gz
GCF_001854425.1	PRJNA224116	SAMN04168691			na		666	666	Vibrio cholerae	strain=Env-390		latest	Complete Genome	Major	Full	2016/10/26	ASM185442v1	University of Florida	GCA_001854425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/425/GCF_001854425.1_ASM185442v1	./data/refseq/bacteria/GCF_001854425.1/GCF_001854425.1_ASM185442v1_assembly_report.txt
GCF_001854425.1	PRJNA224116	SAMN04168691			na		666	666	Vibrio cholerae	strain=Env-390		latest	Complete Genome	Major	Full	2016/10/26	ASM185442v1	University of Florida	GCA_001854425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/425/GCF_001854425.1_ASM185442v1	./data/refseq/bacteria/GCF_001854425.1/GCF_001854425.1_ASM185442v1_assembly_stats.txt
GCF_001854425.1	PRJNA224116	SAMN04168691			na		666	666	Vibrio cholerae	strain=Env-390		latest	Complete Genome	Major	Full	2016/10/26	ASM185442v1	University of Florida	GCA_001854425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/425/GCF_001854425.1_ASM185442v1	./data/refseq/bacteria/GCF_001854425.1/GCF_001854425.1_ASM185442v1_feature_table.txt.gz
