assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_001022115.1	PRJNA224116	SAMN03733750			na		571	571	Klebsiella oxytoca	strain=CAV1335		latest	Complete Genome	Major	Full	2015/06/09	ASM102211v1	University of Oxford	GCA_001022115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/115/GCF_001022115.1_ASM102211v1	./data/refseq/bacteria/GCF_001022115.1/GCF_001022115.1_ASM102211v1_assembly_stats.txt
GCF_001022195.1	PRJNA224116	SAMN03733738			na		571	571	Klebsiella oxytoca	strain=CAV1374		latest	Complete Genome	Major	Full	2015/06/09	ASM102219v1	University of Oxford	GCA_001022195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1	./data/refseq/bacteria/GCF_001022195.1/GCF_001022195.1_ASM102219v1_assembly_stats.txt
GCF_001022295.1	PRJNA224116	SAMN03733663			na		571	571	Klebsiella oxytoca	strain=CAV1099		latest	Complete Genome	Major	Full	2015/06/09	ASM102229v1	University of Oxford	GCA_001022295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/295/GCF_001022295.1_ASM102229v1	./data/refseq/bacteria/GCF_001022295.1/GCF_001022295.1_ASM102229v1_assembly_stats.txt
GCF_001548355.1	PRJNA224116	SAMD00039250			na		571	571	Klebsiella oxytoca	strain=JKo3		latest	Complete Genome	Major	Full	2015/09/15	ASM154835v1	The Jikei University School of Medicine	GCA_001548355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/355/GCF_001548355.1_ASM154835v1	./data/refseq/bacteria/GCF_001548355.1/GCF_001548355.1_ASM154835v1_assembly_stats.txt
GCF_001870185.1	PRJNA224116	SAMN03733631			na		571	571	Klebsiella oxytoca	strain=CAV1015		latest	Complete Genome	Major	Full	2016/11/07	ASM187018v1	University of Oxford	GCA_001870185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/185/GCF_001870185.1_ASM187018v1	./data/refseq/bacteria/GCF_001870185.1/GCF_001870185.1_ASM187018v1_assembly_stats.txt
GCF_001970835.1	PRJNA224116	SAMN03733848			na		571	571	Klebsiella oxytoca	strain=CAV1752		latest	Complete Genome	Major	Full	2016/12/13	ASM197083v1	University of Oxford	GCA_001970835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/970/835/GCF_001970835.1_ASM197083v1	./data/refseq/bacteria/GCF_001970835.1/GCF_001970835.1_ASM197083v1_assembly_stats.txt
GCF_002072655.1	PRJNA224116	SAMN04014988			na		571	571	Klebsiella oxytoca	strain=AR_0147		latest	Complete Genome	Major	Full	2017/03/27	ASM207265v1	Centers for Disease Control and Prevention	GCA_002072655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/655/GCF_002072655.1_ASM207265v1	./data/refseq/bacteria/GCF_002072655.1/GCF_002072655.1_ASM207265v1_assembly_stats.txt
GCF_002906395.1	PRJNA224116	SAMN04287054			na		571	571	Klebsiella oxytoca	strain=KONIH4		latest	Complete Genome	Major	Full	2018/01/30	ASM290639v1	NIH	GCA_002906395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/395/GCF_002906395.1_ASM290639v1	./data/refseq/bacteria/GCF_002906395.1/GCF_002906395.1_ASM290639v1_assembly_stats.txt
GCF_002906435.1	PRJNA224116	SAMN06040382			na		571	571	Klebsiella oxytoca	strain=KONIH5		latest	Complete Genome	Major	Full	2018/01/30	ASM290643v1	NIH	GCA_002906435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/435/GCF_002906435.1_ASM290643v1	./data/refseq/bacteria/GCF_002906435.1/GCF_002906435.1_ASM290643v1_assembly_stats.txt
GCF_002947505.1	PRJNA224116	SAMN04014869			na		571	571	Klebsiella oxytoca	strain=AR_0028		latest	Complete Genome	Major	Full	2018/02/18	ASM294750v1	Centers for Disease Control and Prevention	GCA_002947505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/505/GCF_002947505.1_ASM294750v1	./data/refseq/bacteria/GCF_002947505.1/GCF_002947505.1_ASM294750v1_assembly_stats.txt
