assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_000754275.1	NZ_CP008918.1	329830	1477010	0.0696237437426754	-0.0779003872225413	-2488.6956417601264	5518.6905897133365	2271840
GCF_001721885.1	NZ_CP014618.1	2031060	759920	0.0659585416889421	-0.0653445921681675	-2806.7782962279493	5518.112251486339	2415558
GCF_001874445.1	NZ_CP017961.1	720170	1834860	0.0760298056455146	-0.0632929438572321	-4040.954899499329	4451.184421482651	2360663
GCF_002073255.2	NZ_CP020405.2	937480	2133530	0.0771646848817251	-0.0753460736922896	-6443.885975389849	2801.872435606691	2331774
GCF_002073295.2	NZ_CP020403.2	1374790	242840	0.0728324325424727	-0.0727758675323162	-6260.975789327278	1976.900099340691	2295191
GCF_002393385.1	NZ_CP023516.1	1177750	4290	0.070561838059998	-0.075452821661275	-8815.680469572164	38.41780703425589	2346722
GCF_002591295.1	NZ_CP023972.1	1247080	73630	0.0705251473563583	-0.0754531076501817	-8298.123273022964	555.933110129994	2346712
GCF_002859245.1	NZ_CP015558.1	2342390	1199170	0.0646637184492439	-0.0761252421163141	-964.3681417260684	7777.213236372191	2342910
GCF_002859265.1	NZ_CP015559.1	490	1181300	0.0701507491686417	-0.0702592706345975	-2.764870850816713	8280.714421409146	2344126
GCF_002859285.1	NZ_CP015560.1	2070	1147750	0.0759334841092953	-0.0676768830267399	-6.038254549951852	8713.81013279352	2327616
GCF_002859305.1	NZ_CP015561.1	2323560	1184650	0.0674621812714043	-0.0765304479203656	-704.6105435031012	8011.527027935878	2327607
GCF_002859325.1	NZ_CP015562.1	2342700	1166120	0.0697796108312888	-0.0701474853300843	-117.04346397842282	8155.069096184548	2345801
GCF_002859345.1	NZ_CP015563.1	2334250	1192930	0.0667995895163517	-0.0759996843078179	-719.1785368564075	7993.675339240418	2334845
GCF_002859365.1	NZ_CP015564.1	2329370	1190990	0.0668045006372666	-0.0764318125905876	-711.7095246613183	8010.270943609589	2334467
GCF_002859385.1	NZ_CP015565.1	2333510	1195080	0.0664989820008187	-0.0764389856518574	-726.2885403503135	7996.081879258337	2337801
GCF_002859405.1	NZ_CP015566.1	2333620	1192410	0.0668068811358347	-0.0760648848888693	-723.2654468287434	7996.102990191688	2334516
GCF_002859425.1	NZ_CP015567.1	2459170	1228170	0.0667109284286231	-0.0722543824614688	-696.1079170048624	8217.103850239086	2462567
GCF_002859445.1	NZ_CP015568.1	2254700	1118150	0.0701373766888046	-0.0766268863885384	-849.1280898990782	7859.906065532567	2258592
GCF_002859465.1	NZ_CP015569.1	388920	1666820	0.0693794529792022	-0.050913673785934	-1.061008261319061	9558.51660991934	2530586
GCF_002859485.1	NZ_CP015570.1	2350	1143790	0.076399636532079	-0.0668040632840695	-5.733843023624041	8716.063556473327	2337902
GCF_002859525.1	NZ_CP015572.1	1630	1183520	0.0699045650218827	-0.070163808580153	-2.707508737447421	8279.591786109897	2344125
GCF_002859545.1	NZ_CP015573.1	2341030	1199700	0.064690510895586	-0.076414819188037	-948.3054596855876	7798.026295404405	2342911
GCF_002891825.2	NZ_CP033600.1	1865630	681180	0.0696905119904851	-0.0703004081513397	-3129.780418525785	5215.64912710972	2354071
GCF_002948995.1	NZ_CP026744.1	301330	1375960	0.0695927054690684	-0.0767454059087475	-2294.281163597149	5201.057111691192	2126408
